+00159;+0.448;+1.30868144E-02;
+00160;+0.451;+1.34736216E+00;
+00161;+0.454;+3.91074610E+00;
+00162;+0.456;+5.76368523E+00;
+00163;+0.459;+5.62756014E+00;
+00164;+0.462;+3.53184986E+00;
+00165;+0.465;+1.04221916E+00;
+00166;+0.468;-1.15944131E-04;
+00167;+0.471;+1.13600421E+00;
+00168;+0.473;+3.67195845E+00;
+00169;+0.476;+5.69676065E+00;
+00170;+0.479;+5.70063066E+00;
+00171;+0.482;+3.68880320E+00;
+00172;+0.485;+1.16696239E+00;
+00173;+0.487;+1.59130909E-03;
+00174;+0.490;+1.01524448E+00;
+00175;+0.493;+3.50680995E+00;
+00176;+0.496;+5.61219501E+00;
+00177;+0.499;+5.77688789E+00;
+00178;+0.502;+3.87056875E+00;
+00179;+0.504;+1.38833630E+00;
+00180;+0.507;+1.76394898E-02;
+00181;+0.510;+8.81851137E-01;
+00182;+0.513;+3.32276821E+00;
+00183;+0.516;+5.51795435E+00;
+00184;+0.519;+5.84187746E+00;
+00185;+0.521;+4.11971378E+00;
+00186;+0.524;+1.54324102E+00;
+00187;+0.527;+4.27930243E-02;
+00188;+0.530;+7.55286753E-01;
+00189;+0.533;+3.14464474E+00;
+00190;+0.536;+5.41984415E+00;
+00191;+0.538;+5.91164732E+00;
+00192;+0.541;+4.27496004E+00;
+00193;+0.544;+1.68892670E+00;
+00194;+0.547;+7.67104551E-02;
+00195;+0.550;+6.47388339E-01;
+00196;+0.553;+2.97733378E+00;
+00197;+0.555;+5.26129723E+00;
+00198;+0.558;+5.94909286E+00;
+00199;+0.561;+4.42462921E+00;
+00200;+0.564;+1.84895325E+00;
+00201;+0.567;+1.18708886E-01;
+00202;+0.570;+5.01816511E-01;
+00203;+0.572;+2.72215652E+00;
+00204;+0.575;+5.14292765E+00;
+00205;+0.578;+5.97583961E+00;
+00206;+0.581;+4.57930660E+00;
+00207;+0.584;+2.01353240E+00;
+00208;+0.586;+2.06120253E-01;
+00209;+0.589;+4.03706372E-01;
+00210;+0.592;+2.53151321E+00;
+00211;+0.595;+5.00589228E+00;
+00212;+0.598;+5.99279833E+00;
+00213;+0.601;+4.73182106E+00;
+00214;+0.603;+2.26996183E+00;
+00215;+0.606;+2.76572913E-01;
+00216;+0.609;+3.16636443E-01;
+00217;+0.612;+2.35361743E+00;
+00218;+0.615;+4.86635256E+00;
+00219;+0.618;+6.00008297E+00;
+00220;+0.620;+4.94864225E+00;
+00221;+0.623;+2.44740248E+00;
+00222;+0.626;+3.60228330E-01;
+00223;+0.629;+2.41175860E-01;
+00224;+0.632;+2.17788410E+00;
+00225;+0.635;+4.65203571E+00;
+00226;+0.637;+5.98574209E+00;
+00227;+0.640;+5.07805204E+00;
+00228;+0.643;+2.62723303E+00;
+00229;+0.646;+4.51168031E-01;
+00230;+0.649;+1.72544271E-01;
+00231;+0.652;+1.92634869E+00;
+00232;+0.654;+4.49713087E+00;
+00233;+0.657;+5.96275091E+00;
+00234;+0.660;+5.20541334E+00;
+00235;+0.663;+2.81013680E+00;
+00236;+0.666;+5.56221008E-01;
+00237;+0.668;+9.32139084E-02;
+00238;+0.671;+1.75243652E+00;
+00239;+0.674;+4.34632349E+00;
+00240;+0.677;+5.92940235E+00;
+00241;+0.680;+5.32230330E+00;
+00242;+0.683;+2.99156094E+00;
+00243;+0.685;+7.15450823E-01;
+00244;+0.688;+5.39470762E-02;
+00245;+0.691;+1.59673500E+00;
+00246;+0.694;+4.18049240E+00;
+00247;+0.697;+5.88512754E+00;
+00248;+0.700;+5.43293333E+00;
+00249;+0.702;+3.24969769E+00;
+00250;+0.705;+8.32113147E-01;
+00251;+0.708;+2.59481240E-02;
+00252;+0.711;+1.44217169E+00;
+00253;+0.714;+4.01614046E+00;
+00254;+0.717;+5.80477285E+00;
+00255;+0.719;+5.57543182E+00;
+00256;+0.722;+3.42292690E+00;
+00257;+0.725;+9.58222270E-01;
+00258;+0.728;+6.59925211E-03;
+00259;+0.731;+1.28658402E+00;
+00260;+0.734;+3.76323938E+00;
+00261;+0.736;+5.73466206E+00;
+00262;+0.739;+5.66489220E+00;
+00263;+0.742;+3.61106634E+00;
+00264;+0.745;+1.10390782E+00;
+00265;+0.748;-2.05082865E-03;
+00266;+0.750;+1.07761621E+00;
+00267;+0.753;+3.58466077E+00;
+00268;+0.756;+5.65271378E+00;
+00269;+0.759;+5.74399471E+00;
+00270;+0.762;+3.78930354E+00;
+00271;+0.765;+1.24959350E+00;
+00272;+0.767;+1.03552099E-02;
+00273;+0.770;+9.33296382E-01;
+00274;+0.773;+3.39948082E+00;
+00275;+0.776;+5.55779028E+00;
+00276;+0.779;+5.81592703E+00;
+00277;+0.782;+3.96526456E+00;
+00278;+0.784;+1.46823573E+00;
+00279;+0.787;+2.94764470E-02;
+00280;+0.790;+8.09577405E-01;
+00281;+0.793;+3.22112966E+00;
+00282;+0.796;+5.46093225E+00;
+00283;+0.799;+5.87158346E+00;
+00284;+0.801;+4.21008444E+00;
+00285;+0.804;+1.63179064E+00;
+00286;+0.807;+6.24833442E-02;
+00287;+0.810;+6.85972273E-01;
+00288;+0.813;+3.03333187E+00;
+00289;+0.815;+5.30113316E+00;
+00290;+0.818;+5.93657303E+00;
+00291;+0.821;+4.37022495E+00;
+00292;+0.824;+1.78976846E+00;
+00293;+0.827;+1.03115976E-01;
+00294;+0.830;+5.80008745E-01;
+00295;+0.832;+2.78384519E+00;
+00296;+0.835;+5.18686104E+00;
+00297;+0.838;+5.96650696E+00;
+00298;+0.841;+4.52273941E+00;
+00299;+0.844;+1.95491672E+00;
+00300;+0.847;+1.54219761E-01;
+00301;+0.849;+4.36940908E-01;
+00302;+0.852;+2.59752703E+00;
+00303;+0.855;+5.05779266E+00;
+00304;+0.858;+5.98824596E+00;
+00305;+0.861;+4.67946529E+00;
+00306;+0.864;+2.13247108E+00;
+00307;+0.866;+2.53240436E-01;
+00308;+0.869;+3.42017621E-01;
+00309;+0.872;+2.40813565E+00;
+00310;+0.875;+4.91176558E+00;
+00311;+0.878;+5.99848938E+00;
+00312;+0.881;+4.90197754E+00;
+00313;+0.883;+2.39709544E+00;
+00314;+0.886;+3.37237328E-01;
+00315;+0.889;+2.59158939E-01;
+00316;+0.892;+2.22102070E+00;
+00317;+0.895;+4.75640583E+00;
+00318;+0.897;+5.98858738E+00;
+00319;+0.900;+5.04937029E+00;
+00320;+0.903;+2.59183598E+00;
+00321;+0.906;+4.32274431E-01;
+00322;+0.909;+1.86885208E-01;
+00323;+0.912;+2.04221439E+00;
+00324;+0.914;+4.53184509E+00;
+00325;+0.917;+5.96866941E+00;
+00326;+0.920;+5.18060112E+00;
+00327;+0.923;+2.77576423E+00;
+00328;+0.926;+5.34026742E-01;
+00329;+0.929;+1.25196457E-01;
+00330;+0.931;+1.78180122E+00;
+00331;+0.934;+4.36362362E+00;
+00332;+0.937;+5.93441057E+00;
+00333;+0.940;+5.30420637E+00;
+00334;+0.943;+2.96105814E+00;
+00335;+0.945;+6.95874333E-01;
+00336;+0.948;+6.00931905E-02;
+00337;+0.951;+1.62336814E+00;
+00338;+0.954;+4.21076727E+00;
+00339;+0.957;+5.89480209E+00;
+00340;+0.960;+5.41540527E+00;
+00341;+0.962;+3.22226787E+00;
+00342;+0.965;+8.13674808E-01;
+00343;+0.968;+3.00455317E-02;
+00344;+0.971;+1.47244692E+00;
+00345;+0.974;+4.04675722E+00;
+00346;+0.977;+5.84130812E+00;
+00347;+0.979;+5.56029415E+00;
+00348;+0.982;+3.39879775E+00;
+00349;+0.985;+9.39556301E-01;
+00350;+0.988;+8.76177289E-03;
+00351;+0.991;+1.30661571E+00;
+00352;+0.994;+3.86476421E+00;
+00353;+0.996;+5.74342585E+00;
+00354;+0.999;+5.65419340E+00;
+00355;+1.002;+3.57942510E+00;
+00356;+1.005;+1.08251035E+00;
+00357;+1.008;-1.70937856E-03;
+00358;+1.011;+1.16127157E+00;
+00359;+1.013;+3.61493611E+00;
+00360;+1.016;+5.66785145E+00;
+00361;+1.019;+5.72897100E+00;
+00362;+1.022;+3.75629663E+00;
+00363;+1.025;+1.22193599E+00;
+00364;+1.027;+6.94070291E-03;
+00365;+1.030;+9.59019005E-01;
+00366;+1.033;+3.43351197E+00;
+00367;+1.036;+5.57770824E+00;
+00368;+1.039;+5.80226898E+00;
+00369;+1.042;+3.92633915E+00;
+00370;+1.044;+1.44114733E+00;
+00371;+1.047;+2.50375886E-02;
+00372;+1.050;+8.32226992E-01;
+00373;+1.053;+3.25743723E+00;
+00374;+1.056;+5.48141909E+00;
+00375;+1.059;+5.86008787E+00;
+00376;+1.061;+4.17639494E+00;
+00377;+1.064;+1.59070277E+00;
+00378;+1.067;+5.33779934E-02;
+00379;+1.070;+7.19548225E-01;
+00380;+1.073;+3.08659816E+00;
+00381;+1.076;+5.38182926E+00;
+00382;+1.078;+5.92678452E+00;
+00383;+1.081;+4.33061647E+00;
+00384;+1.084;+1.75072920E+00;
+00385;+1.087;+9.12790149E-02;
+00386;+1.090;+6.05503738E-01;
+00387;+1.093;+2.90745020E+00;
+00388;+1.095;+5.21292543E+00;
+00389;+1.098;+5.96092987E+00;
+00390;+1.101;+4.48939133E+00;
+00391;+1.104;+1.91428411E+00;
+00392;+1.107;+1.43179521E-01;
+00393;+1.110;+4.56175953E-01;
+00394;+1.112;+2.63508654E+00;
+00395;+1.115;+5.08397055E+00;
+00396;+1.118;+5.98505878E+00;
+00397;+1.121;+4.65089750E+00;
+00398;+1.124;+2.09445620E+00;
